Inches,ScreenResolution,Cpu,Ram,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,LaptopPrice
15.6,4,16,16,2.3,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,859.01
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,769.0
17.3,4,15,8,2.69,0,500,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,891.0
15.6,4,16,8,1.9,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1269.0
15.6,1,14,4,2.37,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,398.99
15.6,1,6,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,330.0
15.6,4,16,16,3.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1499.0
14.0,4,15,8,1.6,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,859.0
13.3,4,15,8,1.6,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,689.0
15.6,4,16,16,2.36,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,899.0
15.6,1,14,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,390.0
15.6,4,0,4,2.2,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,575.0
17.3,4,16,32,4.7,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3890.0
15.6,4,15,8,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,846.0
15.6,1,14,8,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,589.0
17.3,4,16,8,2.1,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1145.0
17.3,4,16,8,2.69,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,889.0
15.6,4,15,8,2.56,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,879.0
13.9,4,16,8,1.38,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1079.0
15.6,4,16,8,2.2,0,2000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,985.0
15.6,1,15,8,2.04,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,559.0
17.3,4,16,16,3.6,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2999.0
13.3,4,15,4,1.49,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,675.0
13.3,11,15,8,1.37,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2040.0
15.6,4,16,8,2.08,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,819.0
17.3,4,16,16,4.3,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1799.0
15.6,1,5,4,1.68,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,469.0
13.9,4,16,8,1.37,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1849.0
17.3,4,14,4,3.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,702.0
13.3,4,15,8,1.41,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,949.0
15.6,1,3,8,1.91,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,445.9
17.3,4,16,16,2.9,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1059.0
17.3,4,16,16,4.14,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2499.0
15.6,4,16,8,2.0,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1699.0
17.3,4,16,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1142.0
15.6,4,14,4,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,444.0
15.6,4,15,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,722.0
15.6,4,15,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,657.0
15.6,4,15,8,2.24,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,565.0
15.6,4,15,8,2.67,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,799.0
13.3,4,16,8,1.1,1,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1499.0
15.6,4,15,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,467.0
17.3,4,16,8,2.5,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1018.0
15.6,4,16,8,2.05,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,880.0
13.3,11,15,8,1.37,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1958.9
17.3,4,8,16,3.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1549.0
15.6,4,16,8,2.14,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,735.07
14.0,9,16,16,1.36,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2499.0
15.6,1,16,8,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,812.0
15.6,1,16,12,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,713.07
17.3,4,16,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1099.0
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,745.0
17.3,3,14,4,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,489.0
17.3,4,16,8,2.8,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,849.0
17.3,3,16,6,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,859.0
15.6,4,14,4,2.25,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,428.0
15.6,4,15,8,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,829.0
15.6,4,15,6,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,579.0
15.6,4,16,8,3.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,951.0
15.6,4,16,12,2.15,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,659.0
15.6,4,16,8,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1097.0
15.6,4,15,8,1.7,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,977.0
15.6,4,16,16,2.5,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1179.0
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,659.01
15.6,1,10,2,2.19,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,199.0
17.3,4,16,8,3.0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1187.0
17.3,3,14,8,2.54,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,489.0
15.6,4,16,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1829.0
15.6,4,15,8,2.05,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,739.0
15.6,4,16,8,3.2,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1299.0
15.6,4,16,8,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,979.0
17.3,4,16,16,3.42,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2884.86
15.6,4,0,6,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,499.0
15.6,4,16,16,1.63,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1468.0
14.0,1,14,4,1.3,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,509.0
17.3,4,16,16,2.9,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2122.0
17.3,3,15,6,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,649.0
15.6,1,15,8,2.2,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,549.0
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1265.0
15.6,1,12,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,359.99
13.3,4,16,16,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1975.0
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1043.0
15.6,4,15,8,2.3,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,819.0
15.6,4,14,4,1.86,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,469.0
13.3,4,15,8,1.1,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,999.0
13.3,14,16,16,1.21,1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2499.0
15.6,4,16,16,2.8,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2099.0
15.6,4,4,8,2.23,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,469.0
11.6,1,10,2,1.1,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,275.0
15.6,4,15,8,2.33,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,844.0
13.3,14,16,16,1.29,1,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2449.0
13.3,1,10,4,1.45,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,459.9
14.0,4,15,8,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,980.0
11.6,1,12,4,1.4,0,0,0,0,128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,485.0
14.0,4,16,8,1.48,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1292.0
17.3,3,15,4,2.79,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,589.0
14.0,4,16,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1094.0
15.6,1,16,8,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,902.0
15.6,1,1,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,659.0
14.0,1,10,4,1.44,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,292.0
15.6,1,15,6,2.23,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,549.0
15.6,4,16,8,1.7,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1049.9
12.5,4,16,8,1.26,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1335.0
15.6,14,16,32,2.06,1,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2639.0
17.3,4,16,8,2.7,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1199.0
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,943.0
14.0,4,16,8,2.0,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1334.0
15.6,4,14,4,1.85,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,449.0
15.6,4,16,8,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,999.0
14.0,4,15,8,1.48,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1268.0
15.6,4,15,8,1.9,0,1000,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1049.0
15.6,4,15,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1144.0
15.6,1,10,4,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,274.99
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1142.75
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,274.9
15.6,4,1,12,2.2,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,899.0
15.6,4,14,8,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,716.0
13.9,14,16,16,1.4,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2099.0
13.3,4,16,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1579.0
15.6,4,16,16,2.4,0,2000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1129.0
14.0,1,10,2,1.44,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,279.0
15.6,4,16,16,1.88,0,0,768,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1607.96
11.6,1,10,4,1.5,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,375.0
15.6,4,15,8,1.9,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,663.0
15.6,14,16,16,2.06,1,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2027.42
15.6,4,16,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1304.0
17.3,4,16,8,2.7,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1409.0
15.6,4,16,8,2.6,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1738.27
15.6,4,16,16,2.4,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1403.0
15.6,4,16,8,2.02,0,2000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,970.9
15.6,1,10,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,321.99
15.6,4,15,8,2.65,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,999.0
15.6,1,15,8,2.36,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,557.37
14.0,4,15,8,1.36,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1427.0
15.6,1,14,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,439.0
14.0,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,945.0
17.3,3,15,6,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,719.0
15.6,4,15,8,1.86,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,639.0
15.6,1,14,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,499.0
15.6,1,12,8,2.04,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,389.0
17.3,4,15,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1085.0
15.6,4,15,8,2.4,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,809.0
15.6,4,16,8,2.33,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,899.0
14.0,4,16,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1750.0
15.6,4,16,12,2.26,1,2000,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1099.0
15.6,1,5,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,426.0
17.3,4,8,16,3.25,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2199.0
17.3,3,4,4,2.6,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,489.0
13.3,4,16,8,1.62,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,869.01
15.6,4,5,4,1.91,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,488.99
11.6,1,10,4,1.59,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,553.0
15.6,1,10,4,1.8,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,309.0
14.0,1,10,4,1.5,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,286.0
15.6,4,16,8,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,846.0
17.3,4,16,8,3.35,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1191.0
15.6,4,14,4,1.85,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,403.5
15.6,4,16,8,2.3,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1655.0
14.0,4,15,8,1.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1099.0
13.3,4,16,16,1.1,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1748.9
14.0,9,16,8,1.13,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2282.0
13.3,4,14,4,1.5,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,549.0
15.6,4,15,8,2.23,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1369.0
15.6,4,16,8,2.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2135.0
14.0,9,16,16,1.42,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2509.0
17.3,4,16,8,3.0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1039.0
17.3,4,16,16,3.0,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1591.0
15.6,1,15,12,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,693.99
17.3,4,16,8,2.7,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1349.0
15.6,4,16,8,2.33,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,778.87
15.6,4,5,4,1.91,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,499.0
15.6,4,16,8,2.1,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1229.56
14.0,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,938.0
15.6,14,16,8,1.78,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2712.0
14.0,9,16,16,1.13,0,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2625.0
15.6,1,10,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,306.0
17.3,4,16,16,2.9,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1529.0
15.6,4,15,8,2.1,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1144.5
15.6,4,16,8,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,879.0
17.3,4,16,16,2.8,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2249.0
14.0,4,16,8,1.1,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1873.0
13.3,4,16,16,1.2,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1747.0
14.0,4,16,8,1.36,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1680.0
15.6,4,14,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,409.0
11.6,1,10,2,1.15,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,304.45
15.6,4,16,8,2.67,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1925.0
14.0,9,16,8,1.7,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1943.0
15.6,4,14,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,469.0
13.3,4,16,8,1.6,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,789.01
13.3,4,15,8,1.27,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,928.0
15.6,4,15,4,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,598.9
13.3,1,14,4,1.65,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,689.0
14.0,4,16,8,1.43,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1500.0
15.6,1,15,8,2.14,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,539.95
14.0,4,16,8,1.75,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1215.38
15.6,14,16,16,2.0,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1899.0
15.6,4,16,8,2.31,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1427.0
15.6,4,14,8,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,597.0
17.3,9,16,16,4.42,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2799.0
15.6,4,16,8,2.62,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1159.0
15.6,4,16,8,2.02,0,2000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1142.4
14.0,4,16,8,1.6,0,0,256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1099.0
17.3,4,16,12,3.35,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1999.0
11.6,4,10,4,1.16,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,299.0
11.6,1,10,4,1.15,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,269.0
13.3,4,16,8,1.4,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1010.0
14.0,4,14,4,1.7,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,599.0
15.6,14,16,16,2.3,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2445.0
15.6,4,16,16,2.5,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2449.0
17.3,4,8,8,3.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1695.0
15.6,1,10,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,347.0
12.3,10,16,16,1.1,1,0,512,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2199.0
14.0,9,16,24,1.32,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2382.0
15.6,4,15,4,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,559.0
17.3,3,3,8,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,519.0
15.6,4,15,4,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,749.0
12.5,4,15,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1429.0
15.6,4,12,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,349.0
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1099.0
14.0,4,15,8,1.64,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1179.0
15.6,1,15,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,441.8
15.6,4,13,8,2.23,0,1000,0,0,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1993.0
15.6,4,15,8,2.2,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1027.74
13.5,8,16,16,1.25,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2589.0
15.6,1,15,8,1.91,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,589.0
15.6,4,16,16,2.17,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1975.0
15.6,4,16,8,2.31,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1534.0
14.0,4,15,8,1.65,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1345.0
15.6,4,16,8,2.36,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,979.0
11.6,1,12,4,1.47,1,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479.0
17.3,4,16,8,4.42,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2046.0
13.5,8,11,4,1.25,1,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,989.0
13.5,8,16,8,1.25,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1799.0
17.3,3,14,8,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,639.9
15.6,4,14,4,2.23,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,544.0
11.6,1,10,4,1.4,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,435.0
