Inches,ScreenResolution,Cpu,Ram,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,LaptopPrice
15.6,4,15,8,2.37,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,749.0
14.0,4,16,8,1.5,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,799.0
15.6,4,16,8,2.67,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2090.0
15.6,1,12,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,304.0
15.6,1,14,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,469.0
15.6,4,15,8,2.02,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,759.0
17.3,4,16,12,3.78,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1699.0
14.0,9,16,12,1.4,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1858.0
13.3,14,16,8,1.29,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999.0
15.6,4,15,8,1.9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1154.0
12.3,10,15,8,1.1,1,0,128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1275.0
13.3,4,15,8,1.42,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1841.85
15.6,14,16,12,2.06,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1299.0
14.0,1,14,8,1.79,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,740.0
15.6,4,16,8,1.78,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2408.0
14.0,4,15,8,1.7,0,0,180,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1364.0
15.6,4,15,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,675.0
13.3,4,15,8,1.05,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1672.0
15.6,4,16,8,2.16,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1262.0
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,586.6
13.3,4,15,4,1.49,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,726.0
15.6,4,9,4,1.89,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,248.9
15.6,1,14,4,2.3,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,565.0
14.0,4,15,8,1.75,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1049.0
15.6,4,16,16,2.17,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2338.0
15.6,4,16,16,2.06,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1899.0
12.5,4,16,16,1.36,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1798.0
12.5,4,16,16,0.91,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1950.0
15.6,4,15,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1011.99
13.3,4,16,32,1.05,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2799.0
15.6,4,16,8,1.99,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1350.0
15.6,1,0,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,579.0
17.3,4,16,24,4.33,1,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1269.0
12.5,1,15,8,1.3,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1099.0
15.6,4,16,8,2.17,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,898.9
14.0,4,16,8,1.48,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1749.0
13.3,4,14,8,1.4,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,949.0
15.6,4,15,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,911.0
11.6,1,10,4,1.2,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,340.0
15.6,1,15,8,1.91,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,618.99
13.9,4,15,8,1.4,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1599.0
14.0,1,10,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,299.0
11.6,1,10,4,1.25,0,0,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,265.0
13.3,4,15,8,1.44,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,949.0
15.6,4,16,8,2.0,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1224.0
15.6,4,15,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,613.0
13.3,4,16,8,1.34,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1323.0
15.6,4,16,8,2.4,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1149.0
13.3,4,15,8,1.29,1,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,899.0
15.6,4,16,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,639.0
15.6,4,15,8,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,836.0
15.6,4,16,16,2.2,0,2000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1219.24
15.6,4,16,16,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1399.95
11.6,1,10,2,1.1,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,245.0
15.6,1,15,4,2.04,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,521.47
15.6,4,16,24,2.24,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2968.0
15.6,4,15,8,2.04,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,889.0
17.3,4,16,16,3.0,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1504.0
15.6,4,16,8,3.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1399.0
13.3,4,16,8,1.32,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1399.0
14.0,4,15,8,1.64,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1279.73
15.6,1,14,4,1.63,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,689.0
17.3,4,15,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,889.0
14.0,4,15,8,2.02,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1340.0
15.6,4,16,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,799.0
15.6,1,14,8,2.2,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,459.0
15.6,4,15,4,2.3,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,585.0
15.6,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1377.0
17.3,4,16,16,4.42,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3012.77
15.6,4,15,8,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,860.0
15.6,14,16,8,2.0,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1299.0
13.3,4,10,4,1.2,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,369.0
15.6,4,15,8,2.3,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1649.0
15.6,4,16,8,1.93,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1369.0
15.6,4,15,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,797.41
15.6,4,12,4,1.86,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,398.99
17.3,4,16,12,2.62,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1799.0
14.0,4,16,8,1.87,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,859.0
13.3,13,16,8,1.2,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1399.0
14.0,4,14,4,1.6,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,735.87
13.3,13,16,8,1.34,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1145.0
15.6,4,15,8,2.4,0,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,798.0
15.6,1,6,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,349.0
15.6,4,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,705.5
14.0,4,15,4,1.87,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,785.0
15.6,4,15,4,2.15,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,462.35
15.6,4,14,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,397.0
15.6,4,16,8,1.99,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1729.0
15.6,4,14,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,499.0
15.6,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1116.99
17.3,4,16,16,4.42,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2699.0
17.3,3,14,8,2.65,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,544.15
17.3,4,16,8,2.63,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1280.0
15.6,1,10,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,224.0
13.3,4,9,4,1.35,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,255.0
17.3,3,16,6,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,949.0
15.6,4,0,6,1.91,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,568.9
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,617.9
11.6,4,10,4,1.25,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349.0
15.6,4,14,4,2.05,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,630.0
13.3,13,11,16,1.16,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1965.0
17.3,4,16,8,3.4,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2999.0
15.6,4,15,8,2.5,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,839.0
13.3,14,15,8,1.21,1,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1599.0
15.6,1,15,4,1.93,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,959.0
15.6,1,15,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,739.0
15.6,4,12,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,344.0
14.0,1,15,4,2.02,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,990.0
17.3,3,15,8,3.14,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1860.99
14.0,1,12,8,1.94,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,389.0
15.6,4,5,6,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,649.0
15.6,4,15,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,830.0
15.6,4,15,4,2.05,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,685.0
14.0,4,9,4,1.4,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,249.0
14.0,4,16,16,1.24,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1865.0
17.3,4,16,32,4.6,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2663.0
17.3,4,16,16,4.14,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2729.0
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,749.01
14.0,4,10,4,1.45,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,389.0
15.6,1,15,8,1.9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1008.52
13.3,4,14,4,1.49,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,719.0
15.6,4,16,16,1.93,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1537.39
11.6,1,10,4,1.26,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,295.0
17.3,4,16,16,4.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2349.0
17.3,4,16,16,3.78,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1498.0
14.0,4,16,12,1.4,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1673.0
15.6,1,16,12,2.2,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,609.0
17.3,4,15,8,2.73,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1770.0
15.6,1,15,8,2.2,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,739.0
15.6,4,1,12,2.2,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,949.0
11.6,1,11,4,1.39,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603.0
15.6,4,16,16,2.5,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1699.0
17.3,4,14,4,2.8,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,529.0
15.6,1,14,8,2.29,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,459.0
13.3,4,16,8,1.37,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025.0
14.0,4,15,8,1.7,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1474.0
12.5,4,15,8,1.34,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1670.0
15.6,4,16,8,2.06,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1763.0
15.6,4,16,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1219.0
15.6,1,14,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,668.48
14.0,4,10,4,1.6,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,329.0
17.3,4,16,16,4.14,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2199.0
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,465.0
15.6,14,16,16,1.8,0,2000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2299.0
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1399.0
15.6,4,15,6,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,564.0
15.6,4,16,8,2.0,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1299.0
14.0,1,12,4,1.6,0,0,0,0,128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,349.0
15.6,14,13,32,2.5,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4899.0
15.6,4,16,16,2.59,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,879.01
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,443.9
15.6,1,14,4,2.25,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,359.0
15.6,1,15,4,1.93,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,869.0
17.3,4,16,8,3.0,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1168.0
15.6,4,15,4,2.18,0,0,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,569.0
15.6,4,16,8,1.84,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1389.0
15.6,4,16,16,2.94,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2267.86
11.6,1,10,4,1.25,1,0,0,0,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,379.0
14.0,1,15,8,2.31,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1124.0
14.0,4,15,8,1.65,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1465.0
15.6,4,15,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,776.0
15.6,1,15,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,799.0
15.6,1,15,4,1.88,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,932.0
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,899.0
14.0,4,9,2,1.4,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,239.0
15.6,4,15,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,468.0
13.3,4,15,6,1.5,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,639.01
15.6,4,16,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1820.0
14.0,4,16,16,1.1,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1900.0
15.6,4,16,16,2.62,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1479.0
15.6,4,15,4,1.8,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,829.0
15.6,4,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,579.0
15.6,1,10,8,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,399.0
15.6,4,15,8,1.99,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,906.62
13.3,13,15,8,1.23,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1869.0
14.0,1,10,2,1.42,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,249.0
13.3,4,16,8,1.37,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1757.42
15.6,14,16,16,2.06,1,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2399.0
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1109.0
17.0,3,5,8,2.6,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,520.9
14.0,4,16,16,1.14,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2450.0
15.6,4,16,8,2.5,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1169.0
15.6,1,14,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,450.0
14.0,1,10,4,1.43,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,274.0
14.0,4,15,8,1.8,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,919.0
14.0,4,16,16,1.95,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2599.0
13.3,4,15,8,1.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1213.0
12.5,4,16,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1584.0
17.3,4,16,32,3.8,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2799.0
15.6,4,15,8,2.4,0,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,709.0
13.3,4,15,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1449.9
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1191.8
15.6,1,14,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,364.9
15.6,4,15,8,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1064.0
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,919.0
15.6,4,16,16,2.2,0,2000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1135.0
15.6,4,16,8,3.31,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1196.0
17.3,14,16,32,4.42,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3147.37
14.0,4,15,8,1.56,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1229.0
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,419.0
15.6,4,15,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,535.0
15.6,4,14,6,2.04,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,539.0
17.3,4,16,8,2.7,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1486.77
15.6,1,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,498.0
15.6,4,15,8,2.06,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,955.0
15.6,4,16,8,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,745.0
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1258.0
15.6,1,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,412.0
13.5,8,16,8,1.25,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1867.85
15.6,4,15,8,1.9,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,817.95
13.3,4,15,8,1.3,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1034.0
15.6,1,6,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,349.0
14.0,4,14,4,1.63,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,699.0
15.6,4,16,16,2.4,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1294.0
14.0,4,15,8,1.1,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1135.0
11.6,1,10,8,1.4,1,0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,495.0
15.6,4,16,8,1.09,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2299.0
15.6,4,15,16,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1299.0
15.6,4,15,8,2.2,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,997.9
15.6,1,10,4,1.86,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,419.0
15.6,4,15,16,3.21,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2051.0
17.3,4,14,4,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,699.0
13.3,4,16,8,1.19,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1499.0
15.6,4,16,16,3.49,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2813.75
15.6,1,15,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,612.61
15.6,1,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,545.67
17.3,4,0,6,2.65,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,569.0
15.6,1,10,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,318.0
14.0,1,10,4,1.45,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,375.0
14.0,4,15,4,1.7,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,699.0
17.3,4,16,8,3.14,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1907.99
14.0,9,16,8,1.42,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2590.0
13.3,4,15,8,1.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,973.0
11.6,1,10,4,1.4,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,269.0
14.0,4,16,16,1.38,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1749.0
